"First Name","Last Name","Date of Birth (Y-m-d)",State,Sex,"Height (cm)","Weight (KG)"
Brendan,Pacocha,1972-10-29,NorthCarolina,female,180,117
Brennan,Romaguera,1964-09-11,Maryland,male,198,68
Sarai,Kihn,1974-11-12,California,male,187,77
Alejandrin,Feest,1990-11-11,Mississippi,female,188,153
Cecilia,Lueilwitz,1974-02-13,Illinois,female,165,139
Scotty,Leffler,1982-09-25,California,male,193,108
Vernie,Gutkowski,1990-10-17,Kentucky,male,170,70
Jamison,Osinski,1972-09-28,Louisiana,male,166,135
Laverne,Kub,1978-08-03,Arkansas,female,156,149
Bradly,McKenzie,1989-09-20,Washington,male,187,157
Lawson,Wolf,1979-11-05,Missouri,male,173,112
Shaniya,Zulauf,1981-02-15,SouthCarolina,male,164,106
Ursula,Crona,1987-11-29,Hawaii,female,165,77
Kade,Glover,1967-04-22,Oklahoma,male,166,51
Marianna,Terry,1971-09-15,Indiana,male,155,84
Gabrielle,Littel,1970-09-30,Louisiana,female,192,67
Nettie,O'Kon,1966-11-26,Hawaii,female,198,113
Franz,Vandervort,1992-07-23,Massachusetts,female,163,148
Sarai,Dicki,1978-11-23,Maryland,female,182,51
Jordy,Buckridge,1978-09-02,Vermont,female,179,132
Ahmed,Osinski,1977-07-24,Louisiana,male,152,72
Judy,Koelpin,1975-05-29,Illinois,female,156,104
Cayla,Macejkovic,1983-02-24,Maryland,female,169,137
Erling,Bergnaum,1984-06-16,Maryland,female,194,61
Aleen,Aufderhar,1968-11-11,Wisconsin,male,166,72
Stacey,Franecki,1988-03-11,Utah,male,178,53
Porter,Connelly,1967-04-18,Wisconsin,female,166,159
Laverne,Buckridge,1992-10-26,Idaho,female,164,78
Francisco,Schmitt,1976-11-05,Minnesota,female,200,150
Hilda,Hills,1971-03-31,Kentucky,female,181,102
Jayda,Bernhard,1975-11-15,Virginia,female,159,107
Easter,Friesen,1973-10-31,Washington,male,167,121
Lillie,Jakubowski,1973-06-26,Idaho,male,200,52
Obie,Gorczany,1984-02-05,Florida,male,195,150
Colten,Lind,1991-11-22,NewHampshire,male,191,74
Kian,Denesik,1965-05-18,SouthCarolina,male,152,135
Tracey,Waters,1973-10-22,Oklahoma,male,171,60
Dolly,Paucek,1993-04-05,Louisiana,female,169,91
Alexandrea,Kutch,1991-10-12,Indiana,female,161,90
Arno,Romaguera,1972-12-14,Alabama,male,154,158
Kylie,Bergstrom,1991-08-04,Alabama,female,185,68
Kailyn,Cremin,1968-11-01,NewHampshire,male,175,106
Agustina,Dach,1974-03-15,Wyoming,male,190,105
Allan,Corwin,1983-11-21,Virginia,male,194,94
Rickey,Fritsch,1975-11-30,Tennessee,male,153,74
Heath,Lind,1968-03-28,Maryland,male,173,78
Blaise,Zieme,1973-12-28,NewHampshire,male,195,126
Einar,Hickle,1986-05-06,Iowa,female,165,58
Cloyd,Hyatt,1968-10-14,Maine,female,199,84
Payton,Lindgren,1978-06-22,Maryland,female,178,95
Claudia,Jacobi,1978-11-01,Colorado,male,181,61
Emmie,Kassulke,1966-05-18,NorthDakota,female,159,117
Oliver,Emard,1985-10-03,Maryland,male,170,94
Ima,Cassin,1972-01-10,NorthDakota,female,183,80
Alia,Stracke,1985-07-07,Pennsylvania,female,190,87
Fay,Moore,1978-05-22,Kentucky,male,158,137
Hoyt,Treutel,1979-06-28,Colorado,female,166,125
Joy,Wehner,1967-12-05,Virginia,female,178,159
Jailyn,Schmeler,1964-06-20,SouthCarolina,male,159,156
Derick,Goodwin,1978-07-01,Hawaii,female,158,107
Mario,Eichmann,1975-07-30,Arkansas,female,156,63
Lizzie,Strosin,1973-07-03,Arkansas,male,162,84
Sydnee,Kreiger,1969-09-26,Hawaii,female,195,128
Marcelle,Bergnaum,1965-10-14,Iowa,female,151,89
Elenora,Balistreri,1977-03-12,Arizona,male,178,67
Tyreek,Crona,1980-09-01,NorthDakota,male,166,86
Karley,Emmerich,1987-09-14,NewHampshire,female,167,122
Lenny,Hyatt,1973-09-08,Missouri,female,152,74
Khalil,Lubowitz,1988-03-22,Wisconsin,female,192,94
Aditya,Schuster,1969-06-17,Mississippi,male,197,112
Vida,Marquardt,1988-07-30,Idaho,male,172,126
Toni,Lehner,1992-03-17,Minnesota,female,152,154
Kade,Pfeffer,1968-07-30,NorthCarolina,male,163,141
Katelin,Ward,1984-09-24,Minnesota,female,194,144
Janae,DuBuque,1966-04-01,Washington,female,188,95
Tyrel,Gerhold,1989-02-13,Pennsylvania,male,199,131
Ara,Walsh,1969-01-17,Kansas,female,200,58
Johnnie,Metz,1965-11-25,Florida,male,184,63
Augusta,Predovic,1964-11-19,Indiana,male,167,156
Uriah,Grady,1978-12-01,RhodeIsland,female,199,149
Rebekah,Rosenbaum,1985-05-22,Maryland,female,155,87
Franco,Spencer,1970-06-28,Florida,female,169,92
Domenica,Hayes,1972-05-18,Colorado,male,198,122
Lizeth,Collier,1979-05-06,Maryland,male,162,108
Lucy,Grimes,1978-12-28,Wisconsin,female,195,81
Ismael,Lakin,1989-03-23,Louisiana,male,185,78
Mathias,Heidenreich,1989-10-05,Florida,female,192,76
Jaylan,Jacobs,1991-08-17,Arizona,female,182,151
Neoma,Connelly,1970-06-02,NewHampshire,female,182,77
Estefania,Rippin,1993-03-06,Maine,male,153,73
Sallie,Prosacco,1992-10-16,Maryland,female,152,86
Thea,Medhurst,1980-01-17,Oklahoma,male,186,128
Bennett,Hirthe,1984-10-22,Mississippi,female,167,124
Barbara,West,1969-03-23,Mississippi,male,189,152
Carolanne,Altenwerth,1987-01-26,NewYork,female,153,140
Randall,Monahan,1990-05-02,SouthCarolina,female,189,107
Fanny,Ullrich,1964-08-20,Ohio,male,161,89
Raina,Torp,1971-08-08,Georgia,male,187,159
Bryon,Nader,1975-08-01,Florida,male,168,120
Nia,Little,1978-02-21,Mississippi,female,199,127
Antonina,Kub,1982-06-29,Vermont,female,172,132
Adeline,Ondricka,1965-04-15,NorthDakota,female,163,101
Mina,Weber,1970-06-04,Kentucky,male,174,139
Dorothea,Wolff,1970-09-19,Vermont,male,167,115
Stuart,Bogan,1968-08-22,Colorado,female,186,123
Keven,Kassulke,1989-04-08,Tennessee,female,169,99
Estefania,Pacocha,1982-03-13,Wyoming,female,165,124
Alisha,Denesik,1964-08-04,Alaska,female,174,95
Jayde,Reynolds,1992-07-14,Maryland,male,178,136
Modesto,Rodriguez,1973-02-19,NewHampshire,male,195,132
Salvador,Kutch,1983-12-08,Vermont,female,172,70
Deja,Ward,1985-04-06,Idaho,male,166,100
Mikel,Gutmann,1979-08-30,Hawaii,male,195,153
Toy,Leffler,1986-01-03,Montana,female,157,79
Eldred,VonRueden,1975-05-03,NewHampshire,male,166,159
Annabelle,Dare,1992-02-12,Wisconsin,female,165,90
Troy,Ward,1972-01-19,Alaska,female,191,125
Deja,Terry,1970-08-16,Minnesota,female,184,68
Janelle,Langworth,1977-11-08,Minnesota,female,177,130
Sarah,McLaughlin,1966-11-12,NewHampshire,female,151,119
Ellen,Labadie,1967-11-05,Oklahoma,female,161,57
Sigurd,Jaskolski,1986-12-24,Florida,male,158,92
Adrienne,Haley,1977-09-11,Colorado,male,178,81
Salvatore,Hudson,1981-05-20,Nevada,male,189,98
Jon,Schamberger,1980-03-19,Virginia,male,179,134
Edmond,Beer,1980-07-25,Montana,female,151,57
Taya,O'Kon,1973-08-03,Nebraska,male,198,148
Madge,Douglas,1989-05-22,Oklahoma,female,177,114
Alysha,Stiedemann,1974-08-13,Illinois,male,177,63
Ignacio,Kulas,1975-09-18,Minnesota,female,165,67
Malinda,Sanford,1982-06-28,Alabama,female,191,92
Arnold,Jaskolski,1971-11-02,Florida,male,176,109
Marquis,Monahan,1966-09-19,Illinois,female,184,61
Wyman,Rosenbaum,1977-03-24,Wyoming,male,188,147
Ebony,McGlynn,1971-07-31,Maryland,female,155,100
Cordia,Moen,1993-04-30,Oregon,female,173,104
Luz,Gaylord,1988-05-19,Oregon,female,158,98
Rafael,Purdy,1981-03-23,NewJersey,male,178,158
Magnus,Stroman,1989-12-28,NorthCarolina,male,155,106
Maye,Lehner,1989-08-04,California,female,169,139
Susana,Volkman,1985-12-07,Arizona,male,164,119
Reina,Hermiston,1974-05-13,Oklahoma,female,163,65
Alvah,Waters,1968-01-02,Maryland,female,181,139
Alexandrine,Weimann,1976-12-05,Indiana,female,162,112
Maribel,Halvorson,1979-05-16,Maryland,female,166,124
Shaylee,Hoeger,1989-06-01,California,male,157,64
Caitlyn,Kuvalis,1983-07-04,Mississippi,female,152,82
Sylvia,Haag,1973-11-16,NewJersey,female,193,144
Jolie,Lubowitz,1993-04-06,Hawaii,male,161,156
Colten,Purdy,1987-10-13,Louisiana,male,186,88
Penelope,Nader,1968-11-20,Illinois,female,167,120
Velda,Hayes,1968-06-18,Mississippi,female,169,149
Claire,Kohler,1976-07-21,Alabama,female,197,106
Emilia,O'Hara,1976-11-12,Washington,male,180,134
Kiara,Boehm,1987-11-26,NewYork,male,157,59
Jon,Feeney,1975-02-01,Tennessee,male,156,75
Arno,O'Keefe,1985-10-25,Vermont,male,181,81
Kelley,Lesch,1972-09-01,Oregon,male,177,64
Saul,Stamm,1967-05-09,Wisconsin,male,172,89
Gracie,Spencer,1974-03-22,Vermont,female,193,56
Zora,Schaefer,1968-04-14,Massachusetts,male,153,95
Marcellus,Bergstrom,1973-02-11,California,male,197,136
Ignatius,Bednar,1968-01-26,WestVirginia,female,196,129
Coralie,Hoeger,1987-09-07,Alabama,male,185,85
Jamal,Towne,1993-11-19,Alabama,male,151,100
Pearlie,Reinger,1978-02-09,Utah,female,152,115
Warren,Gusikowski,1964-07-01,Montana,female,160,73
Jeanette,Kunde,1964-01-25,Mississippi,male,183,134
Johnson,Stracke,1970-06-27,Indiana,male,197,72
Makenzie,Dibbert,1970-04-26,NewJersey,female,159,56
Murl,Vandervort,1984-05-31,Arkansas,female,189,65
Catharine,Macejkovic,1982-07-30,SouthDakota,female,150,56
Jevon,Stiedemann,1987-07-27,Idaho,male,156,157
Freida,Hilll,1964-12-14,Kansas,female,188,122
Gunnar,Moore,1980-01-04,Colorado,male,157,126
Ryley,Kiehn,1975-10-27,Washington,female,181,132
Emmanuel,Volkman,1976-06-06,Vermont,male,167,154
Devon,Adams,1988-12-17,Missouri,female,166,115
Wanda,Hilpert,1967-07-22,NewHampshire,male,173,109
August,Collier,1993-06-29,Michigan,male,197,130
Trinity,Barrows,1965-05-21,California,male,174,105
John,Hermann,1988-03-31,Ohio,male,171,106
Giovani,Gusikowski,1984-03-24,Oregon,male,158,120
Marisa,Moore,1982-07-26,Ohio,female,181,93
Alex,Jakubowski,1987-10-04,Connecticut,female,169,110
Clotilde,O'Kon,1991-03-11,Hawaii,male,180,68
Zander,Towne,1970-04-19,Florida,male,171,105
Jan,Greenfelder,1975-12-19,NorthCarolina,female,173,142
Toby,Stark,1986-05-03,Indiana,male,163,81
Colby,Durgan,1970-02-26,Louisiana,male,163,74
Emil,Labadie,1985-02-25,Louisiana,female,166,127
Alyce,Stroman,1969-02-25,Indiana,male,176,64
Otto,Swift,1988-08-02,Ohio,female,190,82
Kim,Roob,1968-06-11,Ohio,male,150,150
Sallie,Christiansen,1971-05-28,Arizona,female,195,81
Baylee,Hudson,1967-03-15,Arizona,female,173,148
Aylin,Glover,1981-12-12,Connecticut,male,189,85
Rollin,Weissnat,1966-08-24,NewYork,male,151,136
Brooklyn,Pfannerstill,1985-01-01,Indiana,male,194,53
Dusty,Feeney,1964-06-24,Indiana,female,163,82
Hilbert,Rohan,1984-09-12,Kansas,male,169,118
Jeffry,Bahringer,1983-04-26,Texas,female,200,65
Icie,Hickle,1971-08-18,Texas,female,154,153
Xander,Schulist,1971-05-23,Washington,female,192,155
Ayden,Miller,1970-09-10,Oregon,female,199,144
Ocie,Reichert,1990-02-06,Vermont,female,183,85
Domenic,Brakus,1971-10-06,Tennessee,male,176,60
Lucile,Dickens,1969-08-16,Maine,female,194,64
Sven,Hammes,1982-10-30,Alaska,male,152,51
Stephon,Quigley,1975-12-05,Alaska,male,176,81
Candace,Hermiston,1973-12-24,Maryland,female,161,122
Percy,Monahan,1981-09-29,Florida,male,181,120
Cristobal,Leffler,1990-02-24,California,female,157,130
Arne,Wilderman,1970-11-11,Missouri,female,199,112
Kenya,Kris,1992-04-26,Alaska,female,184,110
June,Schiller,1982-05-26,Oregon,male,184,72
Derek,Walsh,1969-11-28,Nevada,male,178,129
Rita,Lang,1979-08-14,Maine,male,189,114
Tyler,Mraz,1984-06-25,Connecticut,male,188,119
Holden,Glover,1984-10-29,Maryland,female,189,67
Hermina,Cummerata,1973-12-29,Nevada,male,154,91
Malinda,Hilpert,1984-01-18,California,female,150,160
Karolann,Cremin,1986-11-25,Florida,female,153,65
Jacklyn,McDermott,1975-03-14,Minnesota,male,153,61
Anastacio,Graham,1981-09-17,Kansas,female,151,137
Addie,Harvey,1985-05-02,SouthCarolina,female,192,101
Jaiden,Ondricka,1972-08-21,NewJersey,female,198,53
Stanley,Prohaska,1964-11-14,Colorado,male,158,139
Jordan,Ziemann,1991-03-11,Colorado,female,176,112
Arno,Nicolas,1978-02-16,NewJersey,male,194,86
Frieda,Mertz,1965-03-02,Maryland,male,176,95
Andres,Ryan,1967-12-05,Florida,male,191,96
Ottilie,Rippin,1984-10-10,NewHampshire,female,187,104
Megane,Barton,1985-05-13,Oklahoma,female,169,112
Adrien,McClure,1979-08-14,Massachusetts,male,180,115
Will,Reichel,1967-07-30,Kansas,female,168,96
Mae,Baumbach,1966-08-06,Mississippi,female,167,89
Terrence,Heathcote,1971-01-30,NewMexico,female,150,107
Verla,Okuneva,1979-08-12,Kentucky,male,164,53
Colin,Hahn,1990-11-14,Kentucky,female,158,150
Monte,Rogahn,1970-03-17,Montana,male,160,96
Gabe,Ullrich,1990-05-13,NewYork,male,181,75
Karlie,Hammes,1964-11-05,Arkansas,female,151,156
Rafaela,Toy,1985-10-26,Utah,female,180,88
Darius,Pfannerstill,1978-10-28,Texas,male,162,155
Alena,Reilly,1986-04-04,Minnesota,female,186,85
Lenna,Schmitt,1974-09-15,Wisconsin,female,181,123
Humberto,Witting,1980-11-27,Wyoming,male,179,125
Madisen,Lindgren,1975-10-19,Mississippi,male,167,156
Karli,Bailey,1989-08-29,Utah,male,184,63
Nelle,Bayer,1966-10-28,Kentucky,female,166,86
Friedrich,Dibbert,1984-10-27,California,female,169,154
Norberto,Kirlin,1979-05-01,NewYork,female,193,158
Blanca,Beahan,1980-02-28,Colorado,male,191,113
Lavon,Glover,1976-06-11,Kentucky,male,168,141
Dawson,Herzog,1982-10-27,Arkansas,female,174,108
Jess,Zieme,1990-01-20,NorthDakota,male,150,67
Jadyn,Littel,1977-05-02,Mississippi,female,196,131
Bailey,Kuhic,1964-11-02,Montana,female,166,59
Evan,Altenwerth,1975-05-08,Alaska,female,189,133
Marlen,Yost,1968-06-24,Kentucky,male,156,57
Jarvis,Rippin,1972-10-21,Kansas,male,196,99
Karine,Rippin,1969-03-12,NorthCarolina,male,195,83
Alysson,Trantow,1979-07-06,Oregon,female,193,63
Deonte,Huels,1979-08-12,Tennessee,female,158,103
Maximilian,Murazik,1968-06-21,Wisconsin,male,170,156
Camylle,Thiel,1984-12-30,Hawaii,male,200,158
Isabel,Hilll,1975-07-08,Alabama,male,161,149
Fleta,Hackett,1975-12-06,Arizona,male,157,75
Irma,Hessel,1971-05-26,NorthDakota,female,151,51
Ruby,Ratke,1978-12-25,NorthCarolina,female,150,66
Junior,Hodkiewicz,1980-12-16,SouthDakota,male,167,55
Emmanuel,Berge,1967-03-11,Michigan,female,180,155
Jude,Grimes,1978-10-29,Vermont,female,193,139
Demario,Spinka,1977-01-07,Utah,male,183,157
Antonetta,Blick,1987-09-04,Massachusetts,male,164,91
Ruth,Spencer,1980-06-18,NewHampshire,male,173,90
Kaitlin,Larkin,1983-03-24,NewJersey,male,189,115
Janessa,Mohr,1967-11-16,Nebraska,male,192,131
Miguel,Runte,1966-01-19,Wisconsin,male,199,133
Modesta,Mayert,1985-06-03,Nebraska,female,193,135
Kelly,Kemmer,1993-05-24,Hawaii,female,191,62
Myah,Goldner,1967-01-23,Indiana,female,161,128
Judy,Dietrich,1972-02-21,Ohio,male,197,111
Crawford,Raynor,1990-01-31,NewJersey,male,188,73
Waldo,Weimann,1967-10-21,Arkansas,female,154,105
Kaitlin,Dietrich,1992-01-07,Georgia,male,168,156
Asa,Walter,1983-01-22,Hawaii,female,181,130
Ellsworth,Carter,1971-03-24,Louisiana,male,189,112
Katheryn,Kuvalis,1972-05-09,Maryland,male,158,108
Burley,Murazik,1977-01-07,Oregon,female,178,92
Arne,Beahan,1967-09-08,Alabama,male,155,72
Samanta,Welch,1978-01-07,Vermont,female,185,96
Newell,Jacobson,1979-02-01,NorthCarolina,male,161,88
Moriah,Koch,1973-07-20,NorthDakota,male,179,62
Aiden,Erdman,1974-01-15,Maine,female,196,71
Jerald,Miller,1967-07-17,Missouri,female,180,111
Guy,Satterfield,1974-10-30,Mississippi,female,183,69
Geraldine,VonRueden,1977-11-09,Nebraska,male,165,155
Lemuel,Schuppe,1970-08-21,Mississippi,female,184,62
Kallie,Hammes,1980-10-09,Maine,male,191,123
Leann,Mraz,1964-01-05,Colorado,male,187,134
Cielo,Hauck,1977-02-28,Illinois,female,188,100
Rosamond,Christiansen,1991-09-23,Alaska,male,174,126
Meagan,Langosh,1990-12-24,Michigan,male,188,80
Cordia,Kohler,1986-11-04,Nebraska,male,162,69
Veda,Hintz,1970-03-03,Ohio,female,162,135
Aglae,Zieme,1973-02-24,Connecticut,male,159,96
Greyson,Price,1966-02-26,Michigan,male,194,129
Roxane,Hudson,1965-08-31,NorthDakota,male,155,94
Duncan,Schimmel,1973-06-23,Connecticut,female,194,74
Lola,Shanahan,1967-12-07,Oklahoma,female,151,155
Tony,Wiza,1986-05-22,Oregon,male,169,127
Leopoldo,Lynch,1992-05-14,Montana,female,158,69
Arlie,Gottlieb,1983-01-25,Alaska,male,164,153
Ladarius,Mertz,1986-06-30,Ohio,male,176,70
Alexandro,Roberts,1976-02-02,NewHampshire,male,198,98
Adrien,Davis,1964-12-29,NewHampshire,male,197,119
Nikki,McDermott,1970-08-22,Texas,male,154,105
Filomena,Gaylord,1975-11-17,Oregon,female,160,117
Schuyler,Kerluke,1979-08-08,Vermont,female,171,103
Sabina,Cole,1982-02-11,Texas,female,165,107
Caitlyn,Gorczany,1984-04-13,Iowa,male,197,149
Tiana,Parisian,1973-09-19,Idaho,female,151,56
Ardith,Morissette,1979-03-23,NewHampshire,female,191,87
Lemuel,Wunsch,1982-08-29,NewJersey,female,194,145
Bella,Upton,1989-05-18,Utah,male,155,140
Antonetta,Windler,1982-05-09,NorthCarolina,female,155,133
Dejah,Thompson,1978-06-26,Vermont,male,177,144
Eloise,Kunde,1966-07-17,Maine,female,184,56
Lillian,Weimann,1971-11-08,NorthDakota,male,161,102
Margie,Schneider,1984-09-11,California,female,199,134
Kelli,Gusikowski,1980-02-23,California,female,185,127
Diana,Hickle,1990-04-04,Ohio,female,154,131
Joannie,Corkery,1966-09-10,Idaho,male,184,110
Araceli,Durgan,1984-05-16,Wyoming,male,160,96
Delfina,Halvorson,1971-09-28,Nebraska,female,196,107
Dwight,Marks,1975-09-09,Tennessee,female,152,119
Dean,Armstrong,1985-06-07,Nevada,male,191,67
Jazmyne,Breitenberg,1989-07-24,Wisconsin,female,154,142
Rico,Price,1976-03-07,Florida,female,198,55
Sierra,Farrell,1989-12-27,Connecticut,female,166,52
Kiera,Okuneva,1986-05-23,California,male,160,128
Leila,VonRueden,1973-09-21,Arkansas,male,200,139
Rusty,Runolfsdottir,1966-02-07,Mississippi,female,191,103
Mathias,Welch,1992-08-13,Idaho,male,150,125
Edwardo,Heaney,1972-02-14,NewMexico,female,152,114
Shyann,Shanahan,1981-05-03,Iowa,male,196,119
Axel,Kilback,1993-05-01,Tennessee,male,176,99
Pearline,Conroy,1987-03-17,Delaware,male,200,108
Alfonzo,Harris,1977-12-27,Delaware,male,175,103
Adrien,Mitchell,1972-04-26,Alabama,male,175,139
Georgianna,Friesen,1965-01-07,Arkansas,male,162,51
Consuelo,Kshlerin,1987-03-10,Maryland,female,185,160
Stacey,Rau,1980-12-21,Maine,male,195,141
Rene,O'Keefe,1985-12-03,Illinois,male,182,141
Vilma,O'Reilly,1965-11-13,NewHampshire,female,189,146
Orval,Kertzmann,1986-06-20,Maine,male,173,135
Drake,Jenkins,1983-08-13,Washington,female,188,82
Tyshawn,Kub,1979-01-12,California,male,161,80
Andy,Ferry,1990-09-05,Kansas,female,175,136
Stephen,Franecki,1987-06-15,Tennessee,female,192,79
Deontae,Lebsack,1971-02-17,Hawaii,female,159,107
Katrine,Feest,1968-09-14,Utah,female,163,74
Carrie,Schowalter,1968-10-02,Wisconsin,male,157,62
Hester,Bergnaum,1993-07-06,Virginia,male,175,132
Bonnie,Welch,1980-07-21,Illinois,male,177,108
Lucy,Witting,1967-10-30,Nevada,female,158,158
Jammie,Lowe,1972-11-10,Arkansas,male,170,132
Stephanie,Hickle,1969-08-04,Kentucky,male,155,156
Tia,Kulas,1976-01-31,Wisconsin,male,166,100
Ansley,Konopelski,1985-11-24,Arkansas,male,151,82
Frederick,Ondricka,1970-08-03,Wyoming,female,178,104
Kody,Ritchie,1978-07-25,California,male,154,133
Vincent,Predovic,1972-10-24,Nebraska,male,181,149
Blanche,Heller,1976-07-31,Idaho,male,199,93
Jeramie,Schulist,1964-01-20,NorthCarolina,female,157,152
Kurtis,Prohaska,1983-02-01,Florida,female,159,59
Eleazar,Walker,1965-12-14,Maryland,male,150,104
Noel,Steuber,1980-04-18,Wyoming,male,155,116
Filomena,Ritchie,1967-06-11,California,female,175,152
Ulises,Padberg,1986-06-07,Virginia,female,183,156
Lou,Goldner,1983-02-28,WestVirginia,male,154,106
Glenna,Terry,1982-01-17,Utah,male,151,116
Bettye,Dickinson,1972-08-29,Ohio,male,160,73
Ansel,Mante,1970-04-08,Wyoming,male,174,69
Rolando,Friesen,1983-10-03,Oklahoma,male,175,84
Noah,Kuphal,1980-08-07,RhodeIsland,female,152,105
Madisyn,Konopelski,1964-06-03,Maine,male,178,105
Loyce,Wiegand,1978-07-21,Tennessee,female,192,118
Monserrate,Sporer,1966-05-16,SouthCarolina,female,152,62
Shanel,Pollich,1979-09-03,Wisconsin,male,186,135
Archibald,McClure,1980-01-01,Wisconsin,male,185,145
Francis,Langworth,1990-02-11,Washington,female,157,149
Maryse,Emard,1982-11-24,Vermont,female,168,60
Janice,Dicki,1973-12-08,Vermont,female,173,114
Jay,Effertz,1964-07-06,Iowa,male,199,58
Savannah,Conn,1969-09-30,NorthCarolina,female,169,63
Blaze,Morissette,1966-05-17,Virginia,male,195,126
Minnie,Kohler,1972-02-18,Maine,female,196,107
Joaquin,Lockman,1987-09-17,NewYork,male,175,111
Retha,Bauch,1979-05-18,Pennsylvania,female,151,80
Heath,Murphy,1969-09-19,Nebraska,female,176,157
Pierce,Hackett,1987-08-05,Massachusetts,female,177,63
Adonis,Pfeffer,1971-06-01,Idaho,female,156,103
Virginie,Daugherty,1968-01-12,NorthCarolina,male,197,155
Reilly,Lockman,1992-01-22,Vermont,male,197,151
Claudie,Dibbert,1988-04-28,Wisconsin,male,161,84
Jonatan,Spinka,1976-03-29,Tennessee,male,150,72
Emelie,Terry,1971-07-19,Colorado,female,166,62
Agnes,Stamm,1982-06-18,Montana,male,161,118
Sophie,Murphy,1974-06-30,NorthCarolina,male,163,122
Dasia,Kautzer,1987-08-31,Pennsylvania,male,153,70
Milton,Towne,1979-07-05,NewHampshire,female,187,129
Ashlynn,Ratke,1965-11-07,NorthCarolina,male,164,144
Sylvester,Torphy,1965-11-29,Delaware,female,197,137
Larissa,Schulist,1971-04-22,Oklahoma,female,158,129
Chesley,Hills,1988-11-14,Washington,male,174,153
Rigoberto,Funk,1993-07-11,Nevada,male,196,155
Thad,Stanton,1977-09-08,Louisiana,female,151,79
Jerry,Daniel,1967-02-04,Hawaii,male,183,105
Raquel,Shanahan,1971-04-18,Alabama,female,193,134
Winfield,Grimes,1987-04-30,Connecticut,female,166,141
Gene,Howell,1982-10-27,Ohio,female,189,111
Clarabelle,O'Keefe,1993-10-16,Massachusetts,female,166,142
Everette,Bruen,1974-08-28,Pennsylvania,male,168,135
Godfrey,Cartwright,1980-11-14,Alaska,male,167,154
Lydia,Satterfield,1970-03-04,Delaware,female,162,96
Allie,Carroll,1971-06-24,Utah,female,173,86
Jake,Corwin,1977-06-03,Michigan,male,194,89
Della,Sanford,1967-06-04,Colorado,female,170,52
Cassie,McDermott,1965-12-23,Michigan,male,177,148
Frank,Leffler,1970-04-02,Colorado,male,167,73
Zechariah,Shanahan,1983-08-25,Massachusetts,female,166,158
Aracely,Kirlin,1970-04-18,Texas,female,151,83
Leonie,Welch,1968-04-18,Arkansas,male,180,122
Freddy,Mitchell,1969-09-02,Nevada,male,197,160
Emerson,Wolf,1966-09-15,Wisconsin,female,200,76
Alejandrin,Kemmer,1966-03-16,Alaska,male,200,126
Braulio,Osinski,1966-03-02,Nevada,female,198,111
Delbert,Jacobson,1966-12-08,NewJersey,female,158,155
Trinity,Little,1964-04-11,NewJersey,male,194,104
Ernestina,Krajcik,1988-07-04,Ohio,female,167,141
Bill,Pfannerstill,1985-04-27,Minnesota,female,183,67
